股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
300898,熊猫乳品,33.26,41.24亿,0.117,9.34亿,1.37亿,7.98亿,3345.08,114.59,1.97亿,2126.99万,1455.94万,1.88,1.52万,70.82,4.825,3.798
603317,天味食品,25.70,194.3亿,0.106,43.62亿,5.46亿,38.15亿,4.13,56.21,5.22亿,9446.54万,8015.52万,2.10,7.39万,60.61,6.783,6.398
300997,欢乐家,17.00,76.50亿,0.104,12.81亿,4.84亿,7.97亿,54.78,33.62,3.39亿,6299.21万,4690.57万,6.07,8.24万,40.77,0.936,0.748
003030,祖名股份,24.46,30.52亿,0.100,15.25亿,5.21亿,10.04亿,-47.37,8.62,3.04亿,1633.60万,1233.94万,1.24,8787,61.84,,
600737,中粮糖业,8.82,188.6亿,0.094,193.33亿,97.65亿,95.68亿,51.39,50.70,42.27亿,2.85亿,2.01亿,2.12,29.30万,23.45,1.566,0.661
300673,佩蒂股份,20.04,50.78亿,0.092,20.49亿,3.98亿,16.51亿,98.61,33.02,3.21亿,2850.49万,2337.70万,1.44,3.22万,54.31,3.062,2.221
002910,庄园牧场,9.72,22.59亿,0.089,29.87亿,13.74亿,16.12亿,-,66.38,2.34亿,2134.56万,2076.68万,1.30,2.39万,27.19,0.956,0.840
603043,广州酒家,22.34,126.4亿,0.084,39.15亿,13.09亿,26.06亿,289.64,28.73,6.70亿,5875.15万,4757.97万,1.86,4.82万,66.39,2.209,1.967
000529,广弘控股,5.14,30.01亿,0.080,39.51亿,18.68亿,20.83亿,7.58,24.08,6.34亿,5991.49万,4654.50万,2.37,2.36万,16.12,2.394,1.854
002481,双塔食品,11.37,141.4亿,0.080,37.24亿,9.21亿,28.03亿,41.03,9.73,4.68亿,1.19亿,9958.90万,3.60,7.06万,35.49,2.015,1.280
000639,西王食品,5.00,53.97亿,0.080,77.15亿,33.11亿,44.04亿,11.05,30.25,15.73亿,1.13亿,8615.40万,2.33,14.61万,15.66,1.592,1.258
600597,光明乳业,13.14,160.9亿,0.080,199.72亿,112.28亿,87.44亿,28.59,36.07,69.86亿,1.14亿,9920.77万,1.58,20.88万,40.55,0.963,0.600
600305,恒顺醋业,16.88,169.3亿,0.079,32.59亿,6.90亿,25.69亿,3.89,10.98,5.17亿,9457.87万,7887.42万,3.24,19.63万,53.66,2.804,2.188
002582,好想你,8.93,40.81亿,0.079,60.77亿,7.32亿,53.46亿,23.42,-81.63,3.26亿,3571.28万,3600.69万,0.66,4.84万,28.33,7.091,6.536
002891,中宠股份,32.90,96.76亿,0.072,24.95亿,6.30亿,18.65亿,155.46,50.19,5.60亿,3247.82万,2112.98万,1.22,5.01万,114.49,2.392,1.484
600882,妙可蓝多,49.42,255.1亿,0.062,34.45亿,15.47亿,18.98亿,215.60,140.58,9.51亿,4762.26万,3202.91万,2.13,12.12万,199.15,1.268,0.936
605338,巴比食品,34.54,85.66亿,0.060,19.95亿,3.46亿,16.48亿,3.43,131.80,2.53亿,1887.52万,1378.00万,0.84,4.81万,155.40,,
002515,金字火腿,4.76,46.57亿,0.060,15.47亿,1.59亿,13.88亿,23.00,30.98,2.50亿,6223.34万,6013.08万,4.43,12.18万,19.36,6.102,2.133
603696,安记食品,9.27,21.80亿,0.060,6.23亿,4249.01万,5.80亿,26.47,69.31,1.30亿,1599.98万,1354.70万,2.36,1.82万,40.24,8.503,7.618
