股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
002782,可立克,11.11,52.98亿,0.040,19.45亿,4.57亿,14.89亿,-69.44,57.77,3.34亿,1214.79万,1902.78万,1.29,18.09万,69.61,3.291,2.792
300933,中辰股份,10.23,46.90亿,0.038,24.22亿,10.92亿,13.31亿,15.24,43.22,4.64亿,1696.70万,1612.92万,1.34,7.65万,72.70,1.915,1.526
000682,东方电子,4.71,63.15亿,0.036,68.00亿,29.54亿,38.46亿,22.61,22.59,7.49亿,5182.95万,4884.43万,1.40,7.23万,32.32,,
600406,国电南瑞,32.05,1777亿,0.036,634.74亿,267.67亿,367.07亿,165.58,27.02,49.21亿,2.59亿,2.01亿,0.59,54.75万,220.81,1.791,1.416
600894,广日股份,6.56,56.41亿,0.036,113.39亿,30.08亿,83.31亿,-23.46,34.12,14.68亿,3292.55万,3071.45万,0.38,4.64万,45.92,,
600969,郴电国际,6.34,23.46亿,0.035,146.71亿,108.00亿,38.71亿,32.58,16.39,8.24亿,3662.98万,1283.12万,0.36,1.46万,45.71,0.794,0.774
002660,茂硕电源,8.27,22.69亿,0.033,16.41亿,9.39亿,7.02亿,21.54,63.84,3.32亿,1130.67万,902.43万,1.28,24.37万,62.85,1.209,0.951
002300,太阳电缆,5.72,37.56亿,0.032,40.33亿,22.51亿,17.82亿,703.18,67.74,20.67亿,4261.22万,2065.97万,1.28,4.98万,45.45,1.653,1.187
000601,韶能股份,4.99,53.92亿,0.032,125.23亿,74.58亿,50.65亿,-57.39,24.83,12.10亿,4697.65万,3407.19万,0.72,4.19万,39.56,1.260,1.016
600834,申通地铁,11.96,57.09亿,0.031,28.76亿,13.11亿,15.65亿,-30.37,2.43,7309.49万,1987.26万,1480.39万,0.96,11.92万,96.42,0.523,0.501
002364,中恒电气,9.79,55.17亿,0.030,33.34亿,10.78亿,22.55亿,-,258.19,2.37亿,2180.03万,1880.07万,0.84,36.35万,73.37,2.060,1.311
300376,易事特,10.54,243.8亿,0.030,133.87亿,72.36亿,61.51亿,25.04,22.59,6.86亿,9226.96万,7627.84万,1.32,138.48万,79.92,1.349,1.213
002498,汉缆股份,3.65,121.4亿,0.030,77.54亿,18.03亿,59.50亿,35.68,21.75,11.58亿,1.36亿,1.15亿,2.03,26.65万,26.29,4.036,2.922
300420,五洋停车,3.86,43.09亿,0.029,38.86亿,11.38亿,27.48亿,30.17,13.72,2.32亿,3521.15万,3186.83万,1.23,22.05万,33.81,2.408,1.825
000421,南京公用,4.54,26.00亿,0.029,109.95亿,71.03亿,38.92亿,276.38,26.55,10.77亿,5134.28万,1638.73万,0.58,1.65万,39.66,1.375,0.489
300160,秀强股份,9.04,55.91亿,0.029,18.11亿,7.84亿,10.27亿,-44.83,19.58,3.24亿,2158.06万,1810.33万,1.78,50.30万,77.21,1.526,1.253
000899,赣能股份,4.68,45.66亿,0.028,79.31亿,28.68亿,50.62亿,-53.78,9.26,5.91亿,2716.36万,2706.37万,0.54,3.67万,42.18,0.789,0.708
300120,经纬辉开,10.54,48.96亿,0.028,41.58亿,15.82亿,25.76亿,7.96,38.28,7.20亿,1705.15万,1287.68万,0.53,44.05万,95.05,1.537,1.041
000881,中广核技,9.58,90.57亿,0.025,124.07亿,59.57亿,64.50亿,-,52.99,14.32亿,5830.50万,2339.40万,0.39,5.28万,96.79,1.873,1.453
001896,豫能控股,6.81,78.36亿,0.024,214.69亿,145.73亿,68.96亿,-17.14,53.61,24.12亿,4274.38万,2780.68万,0.45,27.08万,70.45,,
600386,北巴传媒,3.26,26.29亿,0.020,43.84亿,24.66亿,19.18亿,-,46.40,9.74亿,3863.65万,1751.92万,0.98,4.58万,37.51,1.385,1.064
002682,龙洲股份,3.28,18.45亿,0.020,85.33亿,61.15亿,24.18亿,-,69.05,8.57亿,2804.71万,1291.43万,0.47,5.69万,35.71,1.096,0.957
603843,正平股份,3.66,20.50亿,0.020,74.66亿,56.73亿,17.92亿,-,89.14,9.79亿,1544.72万,857.94万,0.57,3.42万,59.72,1.116,1.099
300836,佰奥智能,36.51,17.98亿,0.020,8.08亿,1.92亿,6.16亿,-,158.90,3181.11万,110.27万,88.52万,0.14,7633,507.89,4.015,2.812
300477,合纵科技,11.45,124.0亿,0.020,40.80亿,27.89亿,12.91亿,-,331.51,4.90亿,4016.36万,2177.90万,1.08,79.94万,142.30,0.791,0.581
603105,芯能科技,9.78,48.90亿,0.020,29.85亿,14.43亿,15.43亿,17.67,-6.90,8642.46万,1195.29万,1027.58万,0.67,19.60万,118.97,1.268,1.097
600979,广安爱众,2.92,35.98亿,0.018,91.93亿,49.52亿,42.42亿,29.96,4.85,5.34亿,3160.04万,2235.85万,0.56,8.04万,40.23,0.913,0.815
300499,高澜股份,10.90,30.33亿,0.017,21.94亿,11.58亿,10.37亿,82.65,37.73,2.87亿,1135.97万,459.84万,0.50,27.76万,164.92,1.943,1.689
300001,特锐德,30.94,322.0亿,0.015,169.33亿,112.77亿,56.55亿,-,77.17,13.93亿,-1033.40万,1538.01万,0.32,31.47万,523.40,1.156,1.004
688597,煜邦电力,13.27,23.42亿,0.014,8.48亿,2.96亿,5.52亿,-,21.98,4371.32万,329.34万,240.10万,0.44,5.07万,243.83,2.705,2.469
