gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
002283,天润工业,汽车,5.76,65.41亿,6541000000.0,0.152,3.38,12.02万,9.50,83.83亿,8383000000.0,31.80亿,3180000000.0,52.03亿,5203000000.0,95.54,70.98,15.73亿,1573000000.0,2.01亿,200999999.99999997,1.72亿,172000000.0,1.541,1.137,30.34,22.87
300893,松原股份,汽车,21.05,31.57亿,3157000000.0,0.170,3.52,1.29万,30.98,9.32亿,932000000.0,1.96亿,196000000.0,7.37亿,737000000.0,84.47,84.01,1.61亿,161000000.0,2866.23万,28662300.0,2547.87万,25478700.0,3.591,3.011,30.16,30.01
603306,华懋科技,汽车,46.98,145.0亿,14500000000.0,0.180,2.25,7.14万,64.80,28.16亿,2816000000.0,2.85亿,285000000.0,25.31亿,2531000000.0,79.14,105.34,2.65亿,265000000.0,6500.68万,65006800.0,5595.81万,55958100.00000001,9.882,9.223,30.02,39.45
301039,中集车辆,汽车,11.28,227.6亿,22760000000.0,0.101,2.02,25.10万,28.05,213.13亿,21313000000.0,106.52亿,10652000000.0,106.61亿,10661000000.0,130.16,68.25,68.70亿,6870000000.0,2.81亿,281000000.0,2.03亿,202999999.99999997,,,27.15,14.65
002666,德联集团,汽车,5.25,39.60亿,3960000000.0,0.070,1.70,8.96万,18.07,41.83亿,4183000000.0,9.38亿,938000000.0000001,32.45亿,3245000000.0000005,189.07,102.97,10.93亿,1093000000.0,6956.12万,69561200.0,5479.06万,54790600.00000001,3.144,2.279,27.06,15.01
605151,西上海,汽车,17.47,23.29亿,2329000000.0,0.180,2.13,6573,23.78,17.58亿,1757999999.9999998,5.37亿,537000000.0,12.22亿,1222000000.0,63.94,58.92,2.76亿,276000000.0,3947.13万,39471300.0,2449.36万,24493600.0,,,24.55,22.74
605133,嵘泰股份,汽车,18.92,30.27亿,3027000000.0,0.200,2.64,1.82万,23.16,20.53亿,2053000000.0,4.26亿,426000000.0,16.27亿,1627000000.0,56.00,64.43,2.87亿,287000000.0,3614.24万,36142400.0,3267.71万,32677100.0,,,24.1,27.47
300825,阿尔特,汽车,33.40,102.1亿,10210000000.0,0.132,2.70,24.67万,63.43,22.09亿,2209000000.0,4.62亿,462000000.0,17.47亿,1747000000.0,86.42,38.16,2.02亿,202000000.0,4269.94万,42699399.99999999,4023.66万,40236600.0,4.755,3.437,23.94,11.2
603158,腾龙股份,汽车,12.99,39.23亿,3922999999.9999995,0.149,3.71,6.21万,21.78,29.59亿,2959000000.0,14.84亿,1484000000.0,14.75亿,1475000000.0,75.00,75.69,4.86亿,486000000.00000006,6412.99万,64129900.0,4503.33万,45033300.0,1.318,0.896,23.62,23.82
200030,富奥B,汽车,3.34,60.47亿,6047000000.0,0.130,2.97,759,5.83,150.31亿,15031000000.0,65.42亿,6542000000.0,84.89亿,8489000000.0,84.43,48.79,31.04亿,3104000000.0,2.11亿,211000000.0,2.19亿,219000000.0,1.494,1.302,23.06,13.79
000030,富奥股份,汽车,5.53,100.1亿,10010000000.0,0.130,2.97,11.27万,11.42,150.31亿,15031000000.0,65.42亿,6542000000.0,84.89亿,8489000000.0,84.43,48.79,31.04亿,3104000000.0,2.11亿,211000000.0,2.19亿,219000000.0,1.494,1.302,23.06,13.79
601965,中国汽研,汽车,18.88,186.9亿,18690000000.0,0.119,2.18,17.60万,39.54,68.74亿,6873999999.999999,15.02亿,1502000000.0,53.71亿,5371000000.0,90.80,70.84,8.40亿,840000000.0,1.42亿,142000000.0,1.18亿,118000000.0,2.266,1.884,22.62,17.87
