gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
002384,东山精密,5G概念,21.38,365.6亿,36560000000.0,0.140,1.86,34.47万,37.29,350.92亿,35092000000.0,216.77亿,21677000000.0,134.15亿,13415000000.0,17.96,46.34,75.08亿,7508000000.0,2.67亿,267000000.0,2.45亿,245000000.00000003,1.130,0.785,6.22,14.17
300166,东方国信,5G概念,11.45,132.6亿,13260000000.0,0.056,1.11,52.04万,51.24,74.50亿,7450000000.0,14.46亿,1446000000.0,60.04亿,6004000000.0,48.26,28.63,4.26亿,426000000.0,7069.66万,70696600.0,6467.71万,64677100.0,3.809,3.170,5.88,3.68
000988,华工科技,5G概念,29.48,296.4亿,29639999999.999996,0.350,5.13,63.59万,42.45,125.02亿,12502000000.0,55.24亿,5524000000.0,69.77亿,6977000000.0,2.21,69.04,46.39亿,4639000000.0,3.85亿,385000000.0,3.49亿,349000000.0,2.443,1.937,4.52,51.3
300936,中英科技,5G概念,48.99,36.84亿,3684000000.0000005,0.132,1.29,2.96万,101.58,9.47亿,947000000.0000001,6732.92万,67329200.0,8.80亿,880000000.0000001,12.25,89.28,4582.11万,45821100.0,1060.75万,10607500.0,906.70万,9067000.0,11.35,10.57,4.36,24.69
600487,亨通光电,5G概念,13.29,313.9亿,31389999999.999996,0.112,1.31,69.30万,29.71,510.48亿,51048000000.0,273.66亿,27366000000.000004,236.82亿,23682000000.0,13.14,17.29,69.74亿,6973999999.999999,2.83亿,283000000.0,2.64亿,264000000.0,1.533,1.313,3.9,4.82
300322,硕贝德,5G概念,13.81,64.32亿,6431999999.999999,0.020,0.84,25.06万,141.36,29.76亿,2976000000.0,15.63亿,1563000000.0,14.13亿,1413000000.0,92.33,49.37,4.83亿,483000000.0,1946.24万,19462400.0,1137.50万,11375000.0,1.469,1.175,3.86,2.14
603118,共进股份,5G概念,9.78,75.87亿,7587000000.0,0.080,1.28,12.57万,31.36,87.92亿,8792000000.0,40.37亿,4036999999.9999995,47.56亿,4756000000.0,18.84,50.05,25.39亿,2539000000.0,6298.79万,62987900.0,6048.02万,60480200.00000001,1.452,1.084,3.69,8.69
300537,广信材料,5G概念,20.78,40.11亿,4011000000.0,0.043,0.74,22.74万,122.32,15.03亿,1503000000.0,3.94亿,394000000.0,11.10亿,1110000000.0,38.67,37.85,1.54亿,154000000.0,718.30万,7183000.0,819.80万,8198000.0,1.911,1.605,3.69,3.62
300493,润欣科技,5G概念,8.56,41.65亿,4165000000.0,0.020,1.50,26.29万,91.48,11.41亿,1141000000.0,3.68亿,368000000.0,7.73亿,773000000.0,86.53,40.39,3.77亿,377000000.0,1374.95万,13749500.0,1138.21万,11382100.0,2.794,2.318,3.63,1.79
300227,光韵达,5G概念,9.90,49.34亿,4934000000.0,0.036,1.36,18.23万,68.52,20.20亿,2020000000.0,6.09亿,609000000.0,14.10亿,1410000000.0,40.46,23.94,1.79亿,179000000.0,2148.92万,21489200.0,1800.22万,18002200.0,2.215,1.780,3.22,2.03
300563,神宇股份,5G概念,14.57,26.04亿,2604000000.0,0.088,1.74,5.75万,41.19,11.18亿,1118000000.0,2.20亿,220000000.00000003,8.98亿,898000000.0,13.82,102.04,2.01亿,200999999.99999997,1914.66万,19146600.0,1580.61万,15806099.999999998,3.514,3.041,3.18,18.71
003021,兆威机电,5G概念,65.47,112.2亿,11220000000.0,0.265,1.63,1.78万,61.69,31.57亿,3157000000.0,3.37亿,337000000.0,28.19亿,2819000000.0,1.54,17.25,2.60亿,260000000.0,4949.28万,49492800.0,4548.26万,45482600.0,,,3.07,11.4
300903,科翔股份,5G概念,37.08,63.90亿,6390000000.0,0.083,1.23,10.39万,112.14,23.60亿,2360000000.0,11.99亿,1199000000.0,11.61亿,1161000000.0,13.42,59.26,4.47亿,447000000.0,1458.46万,14584600.0,1424.63万,14246300.000000002,1.536,1.349,2.93,10.54
600050,中国联通,5G概念,4.17,1293亿,129300000000.0,0.055,1.12,90.57万,19.11,5696.95亿,569695000000.0,2343.28亿,234328000000.00003,3353.67亿,335367000000.0,21.24,11.44,822.72亿,82272000000.0,46.99亿,4699000000.0,16.92亿,1692000000.0000002,0.530,0.515,2.8,1.73
300597,吉大通信,5G概念,10.70,25.68亿,2568000000.0,0.020,0.54,19.54万,143.44,10.72亿,1072000000.0000001,2.39亿,239000000.0,8.33亿,833000000.0,59.53,26.39,9154.89万,91548900.0,534.62万,5346200.0,447.56万,4475600.0,3.974,3.151,2.55,1.23
002498,汉缆股份,5G概念,3.65,121.4亿,12140000000.0,0.030,2.03,26.65万,26.29,77.54亿,7754000000.000001,18.03亿,1803000000.0,59.50亿,5950000000.0,35.68,21.75,11.58亿,1158000000.0,1.36亿,136000000.0,1.15亿,114999999.99999999,4.036,2.922,2.4,1.56
002465,海格通信,5G概念,10.18,234.6亿,23460000000.0,0.020,0.49,72.39万,121.42,141.76亿,14176000000.0,36.49亿,3649000000.0,105.27亿,10527000000.0,53.28,11.04,8.72亿,872000000.0000001,5436.62万,54366200.0,4830.39万,48303900.0,2.968,2.257,2.3,0.61
300513,恒实科技,5G概念,10.40,32.62亿,3261999999.9999995,0.016,0.20,12.95万,162.33,36.28亿,3628000000.0,10.45亿,1044999999.9999999,25.83亿,2583000000.0,65.72,38.10,9901.71万,99017099.99999999,626.44万,6264400.000000001,502.44万,5024400.0,2.013,1.508,2.24,1.36
600330,天通股份,5G概念,12.06,120.2亿,12020000000.0,0.107,2.24,99.22万,28.70,73.76亿,7376000000.000001,26.70亿,2670000000.0,47.06亿,4706000000.0,5.80,66.35,8.51亿,851000000.0,1.17亿,117000000.0,1.05亿,105000000.0,1.466,1.050,2.15,15.11
300538,同益股份,5G概念,23.29,35.31亿,3531000000.0,0.070,2.26,5.77万,83.57,11.82亿,1182000000.0,7.04亿,704000000.0,4.78亿,478000000.0,10.19,11.83,5.72亿,572000000.0,1640.52万,16405200.0,1056.26万,10562600.0,1.548,1.386,2.02,2.25
002617,露笑科技,5G概念,12.17,195.2亿,19520000000.0,0.060,2.59,79.07万,53.97,89.04亿,8904000000.0,52.08亿,5208000000.0,36.96亿,3696000000.0,12.06,77.97,8.76亿,876000000.0,9585.57万,95855700.0,9039.86万,90398600.0,1.409,1.308,1.96,9.87
300351,永贵电器,5G概念,9.18,35.22亿,3522000000.0,0.071,1.37,6.38万,32.11,24.75亿,2475000000.0,4.21亿,421000000.0,20.54亿,2054000000.0,9.11,11.50,2.00亿,200000000.0,2805.14万,28051400.0,2742.07万,27420700.0,4.904,3.927,1.9,2.24
300342,天银机电,5G概念,13.99,60.41亿,6041000000.0,0.060,1.73,16.58万,57.09,20.41亿,2041000000.0,5.00亿,500000000.0,15.41亿,1541000000.0,11.36,24.62,2.25亿,225000000.0,3105.67万,31056700.0,2645.41万,26454100.0,2.555,1.574,1.87,3.46
002838,道恩股份,5G概念,16.78,68.46亿,6845999999.999999,0.172,3.58,13.44万,24.40,30.44亿,3044000000.0,9.63亿,963000000.0000001,20.82亿,2082000000.0,1.08,62.19,10.04亿,1003999999.9999999,9215.10万,92151000.0,7015.08万,70150800.0,3.652,2.793,1.83,22.86
300376,易事特,5G概念,10.54,243.8亿,24380000000.0,0.030,1.32,138.48万,79.92,133.87亿,13387000000.0,72.36亿,7236000000.0,61.51亿,6151000000.0,25.04,22.59,6.86亿,686000000.0,9226.96万,92269599.99999999,7627.84万,76278400.0,1.349,1.213,1.76,1.61
002463,沪电股份,5G概念,13.78,261.4亿,26139999999.999996,0.116,3.45,63.41万,29.60,102.07亿,10207000000.0,36.48亿,3647999999.9999995,65.60亿,6559999999.999999,3.20,10.44,17.47亿,1747000000.0,2.54亿,254000000.0,2.21亿,221000000.0,1.636,1.212,1.73,3.41
601137,博威合金,5G概念,13.59,107.4亿,10740000000.0,0.150,2.25,35.12万,22.82,103.05亿,10305000000.0,50.28亿,5028000000.0,52.77亿,5277000000.0,1.29,8.68,21.00亿,2100000000.0,1.35亿,135000000.0,1.18亿,118000000.0,1.165,0.583,1.66,3.88
002017,东信和平,5G概念,10.74,47.95亿,4795000000.0,0.015,0.48,7.19万,177.70,22.05亿,2205000000.0,7.78亿,778000000.0,14.26亿,1426000000.0,42.65,34.68,2.44亿,244000000.0,871.82万,8718200.0,674.61万,6746100.0,2.661,2.139,1.41,1.17
000004,国华网安,5G概念,22.70,35.41亿,3540999999.9999995,0.028,0.29,9.16万,205.92,15.80亿,1580000000.0,1.18亿,118000000.0,14.61亿,1461000000.0,12.67,57.10,3653.12万,36531200.0,484.65万,4846500.0,429.93万,4299300.0,4.779,4.736,0.95,3.44
300735,光弘科技,5G概念,13.14,101.8亿,10180000000.0,0.029,0.53,17.47万,113.36,51.49亿,5149000000.0,7.70亿,770000000.0,43.79亿,4379000000.0,6.80,27.18,5.17亿,517000000.0,3650.91万,36509100.0,2244.73万,22447300.0,5.192,5.087,0.64,1.82
000909,数源科技,5G概念,6.64,30.13亿,3013000000.0,0.012,0.29,1.88万,143.20,43.91亿,4391000000.0,24.34亿,2434000000.0,19.57亿,1957000000.0,22.08,172.29,3.23亿,323000000.0,1857.20万,18572000.0,526.07万,5260700.000000001,1.851,1.082,0.63,4.24
603256,宏和科技,5G概念,9.64,84.62亿,8462000000.0,0.030,2.01,5.84万,70.57,22.09亿,2209000000.0,7.00亿,700000000.0,15.09亿,1509000000.0,6.03,28.61,1.90亿,190000000.0,3767.39万,37673900.0,2997.85万,29978500.0,3.414,2.999,0.62,1.97
002413,雷科防务,5G概念,6.53,87.54亿,8754000000.0,0.015,0.47,26.61万,107.32,61.60亿,6160000000.0,14.17亿,1417000000.0,47.43亿,4743000000.0,15.89,52.98,2.04亿,204000000.0,2463.34万,24633400.0,2039.14万,20391400.0,2.890,1.992,0.6,1.72
300647,超频三,5G概念,10.78,46.42亿,4642000000.0,0.005,0.36,17.41万,499.16,15.08亿,1508000000.0,8.15亿,815000000.0,6.93亿,693000000.0,40.24,43.38,1.28亿,128000000.0,-44.79万,-447900.0,232.50万,2325000.0,0.947,0.741,0.44,0.48
002642,荣联科技,5G概念,4.62,30.96亿,3096000000.0,0.004,0.19,10.44万,285.59,26.35亿,2635000000.0,12.33亿,1233000000.0,14.02亿,1402000000.0,26.52,48.65,5.89亿,589000000.0,577.26万,5772600.0,270.99万,2709900.0,1.588,1.137,0.25,0.42
600776,东方通信,5G概念,12.30,154.5亿,15450000000.0,0.003,0.14,15.05万,895.45,38.67亿,3867000000.0,6.32亿,632000000.0,32.35亿,3235000000.0,12.17,32.99,6.07亿,607000000.0,843.95万,8439500.0,431.31万,4313100.0,4.831,3.500,0.1,0.22
002023,海特高新,5G概念,15.36,116.2亿,11620000000.0,0.914,19.64,64.44万,8.54,69.76亿,6976000000.000001,30.26亿,3026000000.0,39.50亿,3950000000.0,,-4.43,3.92亿,392000000.0,7.96亿,796000000.0,6.80亿,680000000.0,1.931,1.637,,
002916,深南电路,5G概念,122.76,600.7亿,60070000000.00001,0.498,3.21,7.54万,61.66,137.77亿,13777000000.000002,60.43亿,6043000000.0,77.34亿,7734000000.0,-12.01,9.10,27.25亿,2725000000.0,2.76亿,276000000.0,2.44亿,244000000.0,1.273,0.720,,
688020,方邦股份,5G概念,89.51,71.61亿,7161000000.0,0.470,2.30,2.09万,96.05,17.51亿,1751000000.0000002,1.22亿,122000000.0,16.29亿,1629000000.0,-43.35,-16.12,1.23亿,123000000.0,4469.34万,44693400.0,3727.50万,37275000.0,12.71,12.18,,
688536,思瑞浦,5G概念,598.97,479.2亿,47920000000.0,0.390,1.20,7523,384.73,27.47亿,2747000000.0,1.13亿,112999999.99999999,26.34亿,2634000000.0,-27.69,30.91,1.67亿,167000000.0,3570.16万,35701600.0,3113.68万,31136800.0,25.55,24.63,,
300222,科大智能,5G概念,14.78,107.0亿,10700000000.0,0.360,15.50,131.50万,10.19,59.81亿,5981000000.0,40.42亿,4042000000.0,19.39亿,1939000000.0,,32.23,4.01亿,401000000.0,2.69亿,269000000.0,2.63亿,263000000.0,1.258,0.903,,
688800,瑞可达,5G概念,93.63,101.1亿,10110000000.0,0.340,6.65,3.45万,137.75,10.12亿,1011999999.9999999,4.41亿,441000000.0,5.71亿,571000000.0,-16.01,15.31,3.45亿,345000000.0,4223.45万,42234500.0,3670.31万,36703100.0,1.802,1.368,,
300415,伊之密,5G概念,19.55,85.16亿,8516000000.0,0.250,6.64,9.27万,19.81,38.90亿,3890000000.0,21.75亿,2175000000.0,17.14亿,1714000000.0,,115.22,7.60亿,760000000.0,1.31亿,131000000.0,1.07亿,107000000.0,1.391,0.859,,
002965,祥鑫科技,5G概念,23.40,35.26亿,3526000000.0,0.208,1.66,1.30万,28.17,34.43亿,3443000000.0,15.40亿,1540000000.0,19.04亿,1904000000.0,-21.81,38.36,4.87亿,487000000.0,3619.91万,36199100.0,3129.32万,31293200.0,2.910,2.284,,
603738,泰晶科技,5G概念,48.15,95.28亿,9528000000.0,0.193,4.69,6.12万,62.44,14.29亿,1429000000.0,5.68亿,568000000.0,8.61亿,861000000.0,,245.47,2.51亿,250999999.99999997,4311.77万,43117700.00000001,3815.10万,38151000.0,1.111,0.806,,
600260,凯乐科技,5G概念,4.89,48.65亿,4865000000.0,0.191,2.82,169.37万,6.41,125.28亿,12528000000.0,55.05亿,5505000000.0,70.23亿,7023000000.0,8.24,-2.52,18.78亿,1878000000.0,2.28亿,227999999.99999997,1.90亿,190000000.0,1.875,1.558,,
300308,中际旭创,5G概念,44.00,313.7亿,31370000000.0,0.190,1.67,21.33万,58.94,131.55亿,13155000000.000002,49.93亿,4993000000.0,81.62亿,8162000000.0,-13.40,10.98,14.72亿,1472000000.0,1.47亿,147000000.0,1.33亿,133000000.0,2.340,1.047,,
