股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
300172,中电环保,4.44,30.05亿,0.031,26.55亿,9.32亿,17.23亿,8.86,11.71,1.59亿,2641.46万,2120.91万,1.28,8.98万,35.42,2.646,2.560
300961,深水海纳,21.53,38.17亿,0.030,21.06亿,10.84亿,10.22亿,-,44.19,7089.09万,567.30万,402.64万,0.58,4.01万,236.99,1.095,1.090
688309,恒誉环保,25.17,20.14亿,0.030,7.72亿,5604.08万,7.16亿,-50.99,-4.15,1958.79万,291.81万,242.08万,0.34,2182,207.98,12.50,12.25
300137,先河环保,7.79,42.93亿,0.030,24.44亿,3.29亿,21.15亿,6.33,10.96,1.91亿,1317.17万,1090.96万,0.53,10.80万,98.37,5.825,4.685
300187,永清环保,6.93,44.66亿,0.029,36.11亿,20.36亿,15.76亿,25.73,6.47,1.28亿,3858.22万,1863.18万,1.28,5.40万,59.93,1.037,0.970
003035,南网能源,8.55,323.9亿,0.021,121.09亿,61.47亿,59.62亿,18.24,31.11,4.53亿,8841.21万,7441.86万,1.43,37.02万,108.80,,
603603,博天环境,5.24,21.89亿,0.020,119.34亿,105.73亿,13.60亿,-,151.35,5.47亿,1096.71万,779.00万,1.46,4.26万,70.26,0.455,0.420
600292,远达环保,7.81,60.98亿,0.020,96.76亿,41.42亿,55.34亿,1905.52,46.16,9.87亿,3005.76万,1648.84万,0.32,13.50万,92.46,1.295,1.173
300335,迪森股份,5.66,21.11亿,0.017,31.29亿,13.73亿,17.56亿,-,94.34,3.10亿,1627.14万,638.00万,0.42,16.20万,82.71,1.625,1.438
002717,岭南股份,2.83,43.26亿,0.011,178.61亿,129.96亿,48.66亿,-,197.45,8.90亿,730.94万,1625.07万,0.36,12.97万,66.56,1.051,1.024
300355,蒙草生态,4.13,66.26亿,0.010,149.17亿,93.88亿,55.30亿,-,31.17,2.45亿,2147.47万,1054.40万,0.22,28.43万,157.09,0.971,0.940
300332,天壕环境,6.29,55.36亿,0.009,79.95亿,44.51亿,35.44亿,-,-7.87,3.52亿,2470.84万,785.36万,0.23,13.73万,176.24,0.905,0.879
000005,ST星源,2.09,22.12亿,0.008,24.04亿,10.63亿,13.41亿,-,5.38,4816.16万,859.57万,838.10万,0.67,11.19万,65.99,1.243,1.223
300334,津膜科技,9.12,27.55亿,0.007,18.80亿,10.55亿,8.25亿,-,27.20,6304.04万,334.36万,202.88万,0.27,30.71万,339.47,0.908,0.659
300070,碧水源,6.97,220.6亿,0.005,693.94亿,456.27亿,237.66亿,-70.78,17.82,17.26亿,1933.92万,1694.84万,0.08,34.52万,325.36,0.993,0.978
300262,巴安水务,3.52,23.58亿,0.001,53.19亿,34.78亿,18.41亿,-98.29,-53.21,1.05亿,-117.49万,32.36万,0.02,10.92万,1821.59,0.457,0.356
002310,东方园林,2.85,76.54亿,-0.120,448.35亿,318.65亿,129.71亿,-,354.39,20.05亿,-3.80亿,-3.19亿,-2.71,26.68万,-6.00,1.167,1.144
000826,启迪环境,4.55,65.09亿,-0.099,422.30亿,259.01亿,163.29亿,-232.12,-13.59,17.30亿,-3460.27万,-1.22亿,-1.20,6.25万,-13.29,0.740,0.686
603177,德创环保,12.27,24.79亿,-0.070,12.18亿,8.18亿,3.99亿,-,111.13,9627.87万,-1464.70万,-1399.58万,-2.65,7564,-44.27,1.063,0.833
688501,青达环保,17.52,16.59亿,-0.057,10.22亿,5.19亿,5.03亿,-,35.50,2043.09万,-719.27万,-541.91万,-1.08,1.85万,1063.22,1.678,1.115
000040,东旭蓝天,3.17,47.13亿,-0.056,261.81亿,140.81亿,121.00亿,-,4.55,5.85亿,-8402.07万,-8246.31万,-0.68,84.40万,-14.29,1.185,1.177
000820,*ST节能,3.51,22.37亿,-0.040,1262.81万,24.21亿,-24.09亿,-,-,-,-2852.61万,-2852.61万,-1.19,25.86万,-19.60,0.006,0.005
300899,上海凯鑫,39.04,24.90亿,-0.033,7.19亿,1.02亿,6.17亿,-,885.36,2548.26万,-230.28万,-212.55万,-0.34,1.21万,-292.89,7.513,6.823
000546,金圆股份,6.42,45.88亿,-0.027,98.34亿,45.77亿,52.57亿,-,93.92,15.48亿,-3239.11万,-1909.24万,-0.42,2.29万,-60.08,1.153,0.670
000068,华控赛格,2.74,27.58亿,-0.024,36.09亿,28.57亿,7.52亿,-,143.18,7090.65万,-2647.77万,-2453.30万,-7.00,12.39万,-28.11,1.066,1.026
300266,兴源环境,3.43,53.88亿,-0.015,111.31亿,89.54亿,21.78亿,-,59.60,3.76亿,-1825.94万,-2378.36万,-1.25,36.22万,-56.64,0.690,0.663
300152,科融环境,3.74,26.66亿,-0.013,11.73亿,4.32亿,7.40亿,-,-44.15,2524.51万,-945.24万,-945.24万,-1.43,30.01万,-70.51,1.345,1.037
688679,通源环境,12.58,16.57亿,-0.010,17.04亿,6.29亿,10.75亿,-139.36,33.59,1.37亿,-23.94万,-104.59万,-0.10,6705,-396.00,2.347,2.265
