gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
002594,比亚迪,充电桩,291.18,8331亿,833100000000.0,0.080,0.31,62.23万,877.49,2237.93亿,223792999999.99997,1347.93亿,134793000000.0,890.00亿,89000000000.0,110.73,108.31,409.92亿,40992000000.0,6.56亿,656000000.0,2.37亿,237000000.0,1.241,0.908,18.4,18.01
688100,威胜信息,充电桩,26.05,130.3亿,13030000000.000002,0.330,6.92,2.82万,38.90,33.19亿,3319000000.0,9.09亿,909000000.0,24.10亿,2410000000.0,22.25,26.68,8.51亿,851000000.0,1.95亿,195000000.0,1.67亿,167000000.0,3.190,2.956,17.49,20.41
002357,富临运业,充电桩,5.15,16.14亿,1614000000.0,0.146,3.37,2.62万,8.79,26.41亿,2641000000.0,12.64亿,1264000000.0,13.77亿,1377000000.0,51.53,36.41,1.65亿,165000000.0,5159.48万,51594799.99999999,4589.65万,45896500.0,0.377,0.376,16.29,11.87
000421,南京公用,充电桩,4.54,26.00亿,2600000000.0,0.029,0.58,1.65万,39.66,109.95亿,10995000000.0,71.03亿,7103000000.0,38.92亿,3892000000.0,276.38,26.55,10.77亿,1077000000.0,5134.28万,51342800.0,1638.73万,16387300.0,1.375,0.489,16.28,1.79
002851,麦格米特,充电桩,32.83,163.4亿,16340000000.0,0.163,2.60,4.01万,50.45,53.25亿,5325000000.0,21.47亿,2147000000.0,31.78亿,3178000000.0,42.76,34.81,8.90亿,890000000.0,8454.96万,84549599.99999999,8095.02万,80950200.0,1.871,1.384,15.33,12.73
600522,中天科技,充电桩,7.85,240.7亿,24070000000.0,0.161,2.08,114.90万,12.22,451.87亿,45187000000.0,203.58亿,20358000000.0,248.29亿,24829000000.0,39.16,23.69,110.01亿,11001000000.0,6.29亿,629000000.0,4.92亿,492000000.0,2.066,1.580,13.98,9.0
300040,九洲集团,充电桩,9.15,48.74亿,4874000000.0,0.061,1.38,76.42万,37.37,72.63亿,7263000000.0,48.34亿,4834000000.0,24.29亿,2429000000.0,105.39,88.91,3.68亿,368000000.0,4255.33万,42553300.0,3260.37万,32603700.0,1.939,1.754,13.38,11.37
603859,能科股份,充电桩,42.08,70.09亿,7009000000.0,0.144,1.70,10.82万,72.95,20.04亿,2004000000.0,5.37亿,537000000.0,14.67亿,1467000000.0,40.11,27.86,2.07亿,206999999.99999997,3262.21万,32622100.0,2401.90万,24019000.0,2.401,2.123,12.78,9.25
600406,国电南瑞,充电桩,32.05,1777亿,177700000000.0,0.036,0.59,54.75万,220.81,634.74亿,63474000000.0,267.67亿,26767000000.0,367.07亿,36707000000.0,165.58,27.02,49.21亿,4921000000.0,2.59亿,259000000.0,2.01亿,200999999.99999997,1.791,1.416,12.23,2.25
603458,勘设股份,充电桩,10.60,33.27亿,3327000000.0000005,0.248,2.54,2.99万,10.66,70.48亿,7048000000.0,39.09亿,3909000000.0000005,31.39亿,3139000000.0,19.64,68.33,7.09亿,709000000.0,9224.91万,92249100.0,7799.30万,77993000.0,1.455,1.346,11.85,36.0
600098,广州发展,充电桩,6.45,175.8亿,17580000000.0,0.075,1.10,12.43万,22.02,492.14亿,49214000000.0,277.02亿,27702000000.0,215.12亿,21512000000.0,72.33,43.23,89.90亿,8990000000.0,2.20亿,220000000.00000003,2.00亿,200000000.0,0.990,0.748,11.49,7.12
002768,国恩股份,充电桩,23.83,64.64亿,6464000000.0,0.410,3.50,3.20万,14.64,56.80亿,5680000000.0,23.57亿,2357000000.0,33.23亿,3322999999.9999995,8.32,31.45,15.17亿,1517000000.0,1.24亿,124000000.0,1.10亿,110000000.00000001,2.124,1.296,10.31,29.27
300880,迦南智能,充电桩,21.66,34.66亿,3465999999.9999995,0.096,2.35,2.09万,56.51,9.60亿,960000000.0,3.01亿,301000000.0,6.59亿,659000000.0,34.88,47.61,7892.52万,78925200.0,1836.67万,18366700.0,1533.53万,15335300.0,2.829,2.610,7.51,9.96
300360,炬华科技,充电桩,10.21,51.50亿,5150000000.0,0.120,2.52,52.75万,21.09,28.78亿,2878000000.0,3.98亿,398000000.0,24.80亿,2480000000.0,23.05,39.55,2.14亿,214000000.0,7060.20万,70602000.0,6104.96万,61049600.0,5.734,5.171,6.55,10.51
002911,佛燃能源,充电桩,8.79,83.08亿,8308000000.0,0.075,2.10,1.45万,16.19,116.94亿,11694000000.0,69.19亿,6919000000.0,47.76亿,4776000000.0,36.61,81.99,21.19亿,2119000000.0000002,1.21亿,121000000.0,7097.64万,70976400.0,0.746,0.709,6.13,12.94
000400,许继电气,充电桩,13.99,141.1亿,14110000000.0,0.082,0.95,51.19万,42.66,162.45亿,16244999999.999998,69.52亿,6952000000.0,92.93亿,9293000000.0,31.44,77.36,18.15亿,1814999999.9999998,1.13亿,112999999.99999999,8266.83万,82668300.0,2.212,1.780,5.85,13.38
002706,良信股份,充电桩,21.42,218.3亿,21830000000.0,0.063,3.04,9.68万,85.23,36.80亿,3679999999.9999995,16.68亿,1668000000.0,20.12亿,2012000000.0,40.74,60.73,7.18亿,718000000.0,7388.95万,73889500.0,6403.40万,64034000.0,1.366,1.045,5.67,8.19
002452,长高集团,充电桩,5.67,30.30亿,3030000000.0,0.062,2.27,7.03万,22.70,35.52亿,3552000000.0000005,20.51亿,2051000000.0000002,15.01亿,1501000000.0,41.15,28.48,2.64亿,264000000.0,4058.32万,40583200.0,3336.64万,33366400.0,1.286,0.995,5.63,4.06
000903,云内动力,充电桩,3.60,70.95亿,7095000000.0,0.072,2.39,23.55万,12.84,155.72亿,15572000000.0,97.19亿,9719000000.0,58.53亿,5853000000.0,28.41,42.29,24.41亿,2441000000.0,1.58亿,158000000.0,1.38亿,138000000.0,1.101,0.858,4.7,6.7
300682,朗新科技,充电桩,21.01,214.7亿,21470000000.0,0.048,0.89,27.43万,109.32,73.16亿,7316000000.0,18.74亿,1873999999.9999998,54.42亿,5442000000.0,40.95,61.69,6.01亿,601000000.0,5176.23万,51762299.99999999,4910.66万,49106600.0,4.474,4.099,4.34,6.33
002074,国轩高科,充电桩,54.92,703.3亿,70330000000.0,0.040,0.44,72.22万,366.91,282.26亿,28226000000.0,171.32亿,17132000000.0,110.94亿,11094000000.0,42.49,77.09,12.92亿,1292000000.0,4765.21万,47652100.0,4791.83万,47918300.0,1.383,1.082,3.74,6.51
600995,文山电力,充电桩,6.85,32.78亿,3278000000.0,0.200,4.39,3.39万,8.39,31.06亿,3106000000.0,8.53亿,852999999.9999999,22.54亿,2254000000.0,3.93,11.86,5.06亿,505999999.99999994,1.11亿,111000000.00000001,9768.23万,97682300.0,0.825,0.806,3.27,6.44
600277,亿利洁能,充电桩,3.55,97.23亿,9723000000.0,0.050,1.01,31.71万,17.25,365.29亿,36529000000.0,172.61亿,17261000000.0,192.68亿,19268000000.0,26.79,9.71,29.30亿,2930000000.0,1.90亿,190000000.0,1.41亿,141000000.0,0.978,0.948,3.1,1.4
002927,泰永长征,充电桩,9.84,22.01亿,2201000000.0,0.050,1.27,1.85万,50.57,12.41亿,1241000000.0,3.12亿,312000000.0,9.30亿,930000000.0000001,25.73,70.96,1.76亿,176000000.0,1488.67万,14886700.0,1088.11万,10881099.999999998,3.271,2.554,3.0,7.52
300499,高澜股份,充电桩,10.90,30.33亿,3033000000.0,0.017,0.50,27.76万,164.92,21.94亿,2194000000.0,11.58亿,1158000000.0,10.37亿,1036999999.9999999,82.65,37.73,2.87亿,287000000.0,1135.97万,11359700.0,459.84万,4598400.0,1.943,1.689,2.95,1.43
600969,郴电国际,充电桩,6.34,23.46亿,2346000000.0,0.035,0.36,1.46万,45.71,146.71亿,14671000000.0,108.00亿,10800000000.0,38.71亿,3871000000.0,32.58,16.39,8.24亿,824000000.0,3662.98万,36629800.0,1283.12万,12831199.999999998,0.794,0.774,2.58,1.44
002498,汉缆股份,充电桩,3.65,121.4亿,12140000000.0,0.030,2.03,26.65万,26.29,77.54亿,7754000000.000001,18.03亿,1803000000.0,59.50亿,5950000000.0,35.68,21.75,11.58亿,1158000000.0,1.36亿,136000000.0,1.15亿,114999999.99999999,4.036,2.922,2.4,1.56
002519,银河电子,充电桩,3.97,44.72亿,4472000000.0,0.048,1.91,11.56万,20.62,38.85亿,3885000000.0,9.98亿,998000000.0,28.88亿,2888000000.0,20.33,44.58,4.55亿,455000000.0,6793.01万,67930100.0,5421.67万,54216700.0,2.692,1.922,2.36,4.69
600330,天通股份,充电桩,12.06,120.2亿,12020000000.0,0.107,2.24,99.22万,28.70,73.76亿,7376000000.000001,26.70亿,2670000000.0,47.06亿,4706000000.0,5.80,66.35,8.51亿,851000000.0,1.17亿,117000000.0,1.05亿,105000000.0,1.466,1.050,2.15,15.11
300420,五洋停车,充电桩,3.86,43.09亿,4309000000.0,0.029,1.23,22.05万,33.81,38.86亿,3886000000.0,11.38亿,1138000000.0,27.48亿,2748000000.0,30.17,13.72,2.32亿,231999999.99999997,3521.15万,35211500.0,3186.83万,31868300.0,2.408,1.825,2.0,1.04
000682,东方电子,充电桩,4.71,63.15亿,6315000000.0,0.036,1.40,7.23万,32.32,68.00亿,6800000000.0,29.54亿,2954000000.0,38.46亿,3846000000.0,22.61,22.59,7.49亿,749000000.0,5182.95万,51829500.0,4884.43万,48844300.0,,,1.93,1.93
300351,永贵电器,充电桩,9.18,35.22亿,3522000000.0,0.071,1.37,6.38万,32.11,24.75亿,2475000000.0,4.21亿,421000000.0,20.54亿,2054000000.0,9.11,11.50,2.00亿,200000000.0,2805.14万,28051400.0,2742.07万,27420700.0,4.904,3.927,1.9,2.24
300376,易事特,充电桩,10.54,243.8亿,24380000000.0,0.030,1.32,138.48万,79.92,133.87亿,13387000000.0,72.36亿,7236000000.0,61.51亿,6151000000.0,25.04,22.59,6.86亿,686000000.0,9226.96万,92269599.99999999,7627.84万,76278400.0,1.349,1.213,1.76,1.61
002660,茂硕电源,充电桩,8.27,22.69亿,2269000000.0,0.033,1.28,24.37万,62.85,16.41亿,1641000000.0,9.39亿,939000000.0,7.02亿,702000000.0,21.54,63.84,3.32亿,332000000.0,1130.67万,11306700.0,902.43万,9024300.0,1.209,0.951,1.7,4.49
300933,中辰股份,充电桩,10.23,46.90亿,4690000000.0,0.038,1.34,7.65万,72.70,24.22亿,2422000000.0,10.92亿,1092000000.0,13.31亿,1331000000.0,15.24,43.22,4.64亿,463999999.99999994,1696.70万,16967000.0,1612.92万,16129200.0,1.915,1.526,1.48,3.61
600979,广安爱众,充电桩,2.92,35.98亿,3597999999.9999995,0.018,0.56,8.04万,40.23,91.93亿,9193000000.0,49.52亿,4952000000.0,42.42亿,4242000000.0,29.96,4.85,5.34亿,534000000.0,3160.04万,31600400.0,2235.85万,22358500.0,0.913,0.815,1.23,0.33
300712,永福股份,充电桩,106.05,193.1亿,19310000000.0,0.047,0.84,10.84万,559.48,22.51亿,2251000000.0,12.00亿,1200000000.0,10.51亿,1051000000.0,5.08,2.84,2.02亿,202000000.0,488.72万,4887200.0,862.95万,8629500.0,1.595,1.456,0.88,0.67
