股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
300578,会畅通讯,27.88,48.48亿,0.158,17.01亿,3.58亿,13.44亿,103.60,31.00,1.63亿,3143.67万,2728.50万,2.09,4.87万,44.42,2.408,1.839
600271,航天信息,12.25,227.0亿,0.155,243.17亿,80.12亿,163.05亿,-,-5.06,37.26亿,6.03亿,2.87亿,2.25,13.10万,19.79,2.279,2.113
300559,佳发教育,11.40,45.54亿,0.152,11.72亿,1.46亿,10.26亿,-49.68,-35.41,1.97亿,5816.30万,5948.77万,5.56,31.85万,38.28,5.149,4.712
603859,能科股份,42.08,70.09亿,0.144,20.04亿,5.37亿,14.67亿,40.11,27.86,2.07亿,3262.21万,2401.90万,1.70,10.82万,72.95,2.401,2.123
688088,虹软科技,51.19,207.8亿,0.140,31.25亿,3.68亿,27.57亿,12.73,-8.80,1.51亿,6206.58万,5557.20万,2.04,8.70万,93.50,7.978,7.924
600751,海航科技,3.13,90.75亿,0.139,1208.00亿,1135.82亿,72.18亿,170.09,10.44,850.97亿,9.50亿,4.04亿,10.11,108.71万,5.62,0.989,0.666
002990,盛视科技,29.99,77.07亿,0.132,25.42亿,6.21亿,19.21亿,-21.54,15.74,1.78亿,3663.12万,3394.47万,1.78,1.51万,56.76,4.189,3.684
300378,鼎捷软件,26.41,70.36亿,0.130,24.99亿,9.36亿,15.63亿,-,20.14,7.23亿,4710.76万,3419.08万,2.23,33.60万,102.90,1.686,1.633
300941,创识科技,41.56,56.73亿,0.120,12.05亿,7268.80万,11.32亿,15.05,22.78,8034.02万,1880.07万,1630.89万,2.40,1.99万,86.96,21.51,20.65
002322,理工环科,9.92,39.35亿,0.120,36.16亿,4.87亿,31.28亿,48.94,48.41,2.07亿,5279.75万,4490.58万,1.45,2.09万,21.91,2.712,2.227
688555,泽达易盛,30.15,25.06亿,0.120,9.85亿,1.44亿,8.41亿,17.04,46.58,3601.42万,1105.45万,957.50万,1.15,6642,65.42,5.603,5.050
600570,恒生电子,55.13,805.8亿,0.115,88.75亿,43.33亿,45.42亿,-,46.27,7.51亿,1.83亿,1.69亿,3.78,17.06万,119.46,0.887,0.775
002401,中远海科,9.08,33.79亿,0.112,35.05亿,23.25亿,11.81亿,-49.27,55.39,3.85亿,4829.13万,4179.73万,3.61,2.09万,20.21,1.382,0.728
688051,佳华科技,60.82,47.03亿,0.110,20.02亿,4.97亿,15.05亿,-69.72,-21.32,1.08亿,954.40万,822.46万,0.55,6886,142.97,3.091,2.939
002649,博彦科技,9.71,51.74亿,0.106,44.81亿,13.19亿,31.61亿,772.43,26.05,11.44亿,5794.55万,5647.14万,1.83,11.14万,22.90,3.841,3.800
603189,网达软件,18.96,41.86亿,0.100,10.55亿,1.37亿,9.18亿,37.43,27.91,9376.91万,2366.85万,2223.98万,2.47,3.31万,47.06,4.839,4.671
603039,泛微网络,70.95,184.9亿,0.100,26.87亿,11.48亿,15.39亿,37.90,24.10,2.50亿,3082.11万,2606.41万,1.84,1.25万,177.36,1.922,1.903
603881,数据港,30.26,99.53亿,0.099,83.49亿,54.25亿,29.25亿,11.59,51.18,2.63亿,3836.83万,3271.58万,1.13,7.81万,76.06,0.717,0.716
300212,易华录,26.78,178.4亿,0.099,153.78亿,106.65亿,47.14亿,6.34,-5.17,6.56亿,8443.29万,6571.24万,1.41,8.09万,67.85,1.314,1.275
688060,云涌科技,63.37,38.02亿,0.095,9.69亿,4374.17万,9.26亿,-54.01,-13.35,3663.22万,732.29万,572.28万,0.62,2859,166.10,20.70,18.91
300925,法本信息,30.04,66.12亿,0.095,15.44亿,4.05亿,11.40亿,4.04,79.53,6.41亿,2518.53万,2101.91万,1.86,20.71万,78.64,4.216,4.199
300020,银江股份,9.01,59.09亿,0.090,66.86亿,31.06亿,35.80亿,3.77,-3.40,5.08亿,6782.73万,5771.73万,1.64,26.11万,25.59,1.443,1.400
300467,迅游科技,15.90,32.31亿,0.090,12.14亿,3.29亿,8.85亿,-9.91,10.47,1.33亿,5273.03万,1924.37万,2.54,8.83万,41.97,3.370,3.370
688083,中望软件,568.00,351.8亿,0.090,28.52亿,1.81亿,26.71亿,52.83,52.12,8520.57万,721.78万,578.51万,1.46,5201,1520.46,28.91,28.89
300520,科大国创,25.36,61.85亿,0.090,26.16亿,12.46亿,13.70亿,-,9.34,2.23亿,2346.57万,2185.55万,1.50,21.43万,70.75,1.305,1.103
603171,税友股份,37.46,152.0亿,0.090,26.17亿,8.04亿,18.12亿,46.51,1.77,2.77亿,3174.63万,3650.15万,2.03,4.91万,104.14,2.558,2.367
002373,千方科技,15.90,251.4亿,0.089,185.00亿,61.29亿,123.71亿,21.64,7.50,17.76亿,1.46亿,1.40亿,1.17,20.35万,44.82,2.034,1.530
688588,凌志软件,18.13,72.52亿,0.088,13.17亿,8108.72万,12.36亿,5.17,17.17,1.60亿,3865.52万,3533.39万,2.90,5.21万,51.31,13.53,13.35
300541,先进数通,14.35,43.99亿,0.086,25.97亿,15.74亿,10.24亿,167.11,-9.54,5.68亿,3662.60万,2646.94万,2.63,9.24万,41.55,1.450,0.736
300738,奥飞数据,22.37,85.37亿,0.077,34.83亿,21.54亿,13.29亿,-54.28,58.48,2.81亿,3472.21万,2932.30万,2.23,12.17万,72.79,0.650,0.650
300895,铜牛信息,35.30,41.08亿,0.075,13.83亿,2.26亿,11.57亿,7.40,33.02,5867.36万,1011.19万,878.34万,0.78,2.87万,116.92,3.434,2.534
300789,唐源电气,23.68,19.60亿,0.074,9.30亿,1.77亿,7.53亿,4.74,77.48,4975.02万,618.27万,613.17万,0.82,7599,79.91,5.289,4.365
002912,中新赛克,35.93,62.90亿,0.071,22.91亿,4.96亿,17.95亿,-61.40,21.27,1.86亿,1573.54万,1239.62万,0.70,1.23万,126.86,4.235,3.689
688058,宝兰德,86.47,34.59亿,0.070,10.02亿,1770.97万,9.85亿,-,270.49,3305.41万,335.67万,269.17万,0.27,3858,321.24,60.94,60.79
688168,安博通,56.81,29.08亿,0.070,11.33亿,1.07亿,10.26亿,-,86.21,4395.12万,644.37万,381.58万,0.37,5148,190.50,11.42,11.09
688777,中控技术,108.60,536.6亿,0.070,81.95亿,41.10亿,40.86亿,-,146.26,7.29亿,3973.44万,3503.32万,0.87,3.35万,382.90,1.917,1.365
300344,立方数科,6.11,39.41亿,0.067,4.78亿,3.80亿,9765.50万,-,225.59,1.01亿,4859.17万,4333.50万,47.61,11.47万,22.73,0.967,0.898
300249,依米康,8.37,36.62亿,0.066,27.46亿,19.54亿,7.92亿,-,72.43,2.41亿,3380.78万,2897.59万,4.57,40.52万,31.59,1.176,0.840
300242,佳云科技,4.53,28.75亿,0.066,21.59亿,13.83亿,7.76亿,3873.23,6.39,18.90亿,6669.11万,4184.16万,5.94,11.45万,17.18,1.479,1.479
002410,广联达,65.18,774.0亿,0.065,97.60亿,29.20亿,68.40亿,44.71,49.89,8.49亿,9730.13万,7665.63万,1.18,9.52万,252.41,2.039,2.014
002298,中电兴发,8.19,60.62亿,0.062,75.26亿,28.01亿,47.25亿,16.97,46.67,7.26亿,5245.56万,4596.27万,1.02,41.48万,32.97,1.426,1.204
002230,科大讯飞,60.10,1383亿,0.061,236.70亿,105.02亿,131.68亿,-,77.55,25.01亿,2.05亿,1.39亿,1.09,31.60万,247.83,1.519,1.224
688590,新致软件,23.48,42.74亿,0.060,19.73亿,8.10亿,11.63亿,-,24.54,2.53亿,994.34万,1099.37万,1.04,5.44万,97.19,2.254,1.926
300451,创业慧康,8.06,124.9亿,0.058,50.70亿,7.73亿,42.97亿,55.85,22.75,4.02亿,1.04亿,9036.37万,2.16,18.61万,34.56,3.787,3.333
300166,东方国信,11.45,132.6亿,0.056,74.50亿,14.46亿,60.04亿,48.26,28.63,4.26亿,7069.66万,6467.71万,1.11,52.04万,51.24,3.809,3.170
300379,东方通,34.62,157.2亿,0.055,24.45亿,3.75亿,20.70亿,-,489.14,1.49亿,2830.02万,2477.40万,1.20,50.50万,158.64,3.239,2.983
002261,拓维信息,8.35,91.91亿,0.055,37.62亿,10.87亿,26.75亿,68.32,47.51,8.90亿,7247.78万,6071.06万,2.37,33.89万,75.70,2.240,1.765
300075,数字政通,11.88,57.20亿,0.055,39.90亿,8.29亿,31.61亿,9.07,22.15,2.24亿,3187.37万,2658.84万,0.85,13.93万,53.78,4.260,3.864
300231,银信科技,8.41,37.18亿,0.053,27.20亿,12.92亿,14.28亿,12.49,45.35,5.49亿,2672.67万,2225.71万,1.57,15.55万,41.76,2.177,2.107
300271,华宇软件,18.01,149.4亿,0.052,96.84亿,29.98亿,66.86亿,-,81.32,4.54亿,3357.13万,4350.80万,0.67,15.39万,85.82,2.221,1.454
000638,*ST万方,4.40,13.61亿,0.051,6.68亿,4.68亿,2.00亿,-,32.55,3035.98万,1549.62万,1594.03万,13.56,6.76万,21.35,0.931,0.478
300113,顺网科技,14.44,100.3亿,0.050,30.20亿,4.76亿,25.44亿,40.53,6.50,2.45亿,5313.23万,3473.06万,1.42,16.11万,72.17,3.254,3.227
300872,天阳科技,34.54,77.61亿,0.050,25.90亿,3.64亿,22.26亿,-,84.70,3.92亿,1322.50万,1182.38万,0.53,2.11万,164.09,6.391,5.757
300682,朗新科技,21.01,214.7亿,0.048,73.16亿,18.74亿,54.42亿,40.95,61.69,6.01亿,5176.23万,4910.66万,0.89,27.43万,109.32,4.474,4.099
300634,彩讯股份,18.10,80.37亿,0.048,17.97亿,2.63亿,15.34亿,21.29,2.81,1.52亿,2471.81万,2121.64万,1.44,4.78万,94.70,5.221,4.856
002362,汉王科技,17.67,43.20亿,0.045,20.60亿,3.55亿,17.06亿,-,66.68,3.67亿,3682.22万,1109.09万,0.73,2.60万,97.37,4.990,3.698
688078,龙软科技,43.05,30.46亿,0.040,5.72亿,5767.58万,5.15亿,41.11,-4.05,2502.43万,376.82万,291.63万,0.57,1.95万,261.10,9.543,8.955
300465,高伟达,11.04,49.32亿,0.040,15.10亿,9.11亿,5.99亿,-,277.57,8.16亿,1643.19万,1651.38万,2.86,13.63万,74.67,1.429,0.840
603990,麦迪科技,25.41,42.04亿,0.040,13.61亿,2.93亿,10.68亿,-,187.40,4709.32万,1051.59万,671.51万,0.55,10.61万,156.53,3.781,3.644
300002,神州泰岳,4.65,91.19亿,0.040,53.14亿,12.77亿,40.38亿,432.71,71.43,9.48亿,1.05亿,7714.70万,1.94,40.77万,29.55,1.650,1.435
688369,致远互联,60.20,46.35亿,0.040,17.16亿,3.84亿,13.32亿,-,66.23,1.18亿,470.20万,308.48万,0.25,4671,375.61,4.232,4.212
601360,三六零,12.30,878.9亿,0.040,448.53亿,76.15亿,372.38亿,-24.85,13.41,25.52亿,3.44亿,2.70亿,0.73,50.16万,81.25,4.127,4.081
600446,金证股份,13.00,122.4亿,0.038,59.73亿,24.96亿,34.77亿,-,56.26,11.32亿,2723.25万,3606.27万,1.29,7.26万,84.85,2.356,1.798
300182,捷成股份,4.24,109.2亿,0.037,109.49亿,44.48亿,65.01亿,118.10,38.53,7.40亿,1.05亿,9566.45万,1.51,45.86万,28.53,0.977,0.844
000682,东方电子,4.71,63.15亿,0.036,68.00亿,29.54亿,38.46亿,22.61,22.59,7.49亿,5182.95万,4884.43万,1.40,7.23万,32.32,2.002,1.339
002065,东华软件,7.26,226.2亿,0.036,185.30亿,83.91亿,101.38亿,-28.66,17.50,20.29亿,1.21亿,1.13亿,1.13,18.89万,50.01,1.916,1.119
002368,太极股份,23.55,136.5亿,0.034,131.38亿,93.46亿,37.92亿,40.68,14.76,15.67亿,2998.40万,1972.36万,0.56,14.81万,173.02,1.284,0.912
603138,海量数据,11.98,30.85亿,0.033,6.81亿,1.64亿,5.16亿,-25.83,5.34,1.98亿,817.60万,847.46万,1.63,2.33万,182.04,4.666,4.315
300605,恒锋信息,13.02,21.43亿,0.032,9.60亿,4.68亿,4.93亿,18.31,24.69,7514.07万,711.85万,522.26万,1.07,3.44万,102.56,1.780,0.976
300468,四方精创,16.01,45.35亿,0.031,12.37亿,6318.56万,11.73亿,20.71,48.18,1.47亿,896.98万,866.74万,0.74,3.66万,130.82,16.58,15.33
300687,赛意信息,28.47,100.4亿,0.031,20.24亿,7.54亿,12.70亿,268.02,58.45,3.81亿,1308.42万,1086.94万,1.01,36.35万,231.02,3.413,3.130
300339,润和软件,35.62,283.7亿,0.030,43.91亿,14.85亿,29.06亿,161.72,28.96,6.62亿,2552.39万,2707.28万,0.94,127.00万,261.96,2.215,1.961
000606,ST顺利,2.18,16.69亿,0.029,12.89亿,8.35亿,4.54亿,111.98,-57.52,9312.21万,2269.90万,2205.18万,5.23,15.03万,18.93,1.118,1.118
000004,国华网安,22.70,35.41亿,0.028,15.80亿,1.18亿,14.61亿,12.67,57.10,3653.12万,484.65万,429.93万,0.29,9.16万,205.92,4.779,4.736
002153,石基信息,20.74,311.0亿,0.027,104.59亿,13.63亿,90.96亿,8.78,1.24,6.07亿,4177.58万,4122.59万,0.49,7.09万,188.60,4.950,4.673
002421,达实智能,3.91,75.21亿,0.027,77.24亿,44.80亿,32.44亿,132.85,40.74,6.17亿,6678.71万,5238.50万,1.66,55.83万,35.89,1.861,1.688
002253,川大智胜,14.52,32.76亿,0.024,17.73亿,2.74亿,14.98亿,75.55,36.00,5033.57万,528.00万,535.89万,0.37,5.04万,152.83,4.312,2.674
300036,超图软件,27.69,134.8亿,0.024,34.08亿,12.49亿,21.60亿,30.95,21.63,2.70亿,1431.98万,1155.11万,0.54,34.10万,291.78,1.688,1.336
002474,榕基软件,6.08,37.83亿,0.022,28.44亿,12.40亿,16.04亿,-,95.37,1.52亿,1536.76万,1400.52万,0.88,6.01万,67.53,1.676,0.724
300996,普联软件,33.21,46.83亿,0.022,4.85亿,7389.63万,4.11亿,59.91,81.49,3639.34万,324.24万,311.13万,0.76,5.15万,376.29,5.757,4.686
300045,华力创通,11.44,70.27亿,0.021,23.63亿,5.99亿,17.64亿,-38.18,-10.70,1.52亿,1478.45万,1281.50万,0.75,31.06万,137.08,2.849,2.219
300170,汉得信息,7.13,63.03亿,0.020,50.09亿,16.75亿,33.34亿,46.40,10.90,6.54亿,771.13万,1775.99万,0.53,18.37万,88.73,4.098,3.793
